Have,Want,Trade,Name,Set,Low,Mid,High
1,0,0,Braixen - [Reverse Holofoil],SWSH12: Silver Tempest,$0.04,$0.15,$1.00
2,0,0,Braixen,SWSH12: Silver Tempest,$0.01,$0.07,$5.00
1,0,0,Brandon,SWSH12: Silver Tempest,$0.01,$0.08,$5.00
1,0,0,Bravery Charm,SV02: Paldea Evolved,$0.01,$0.50,$2.95
2,0,0,Braviary,SWSH07: Evolving Skies,$0.01,$0.09,$1.00
6,0,0,Bombirdier,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Bombirdier - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.15,$20.00
1,0,0,Blunder Policy - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.15,$2.00
2,0,0,Blissey,SWSH08: Fusion Strike,$0.01,$0.11,$3.00
1,0,0,Blissey - [Reverse Holofoil],Pokemon GO,$0.08,$0.23,$2.00
2,0,0,Blissey - [Holofoil],Pokemon GO,$0.04,$0.16,$100.00
1,0,0,Blissey,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
4,0,0,Blissey,McDonald's Promos 2023,$0.02,$0.13,$1.49
3,0,0,Blitzle,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
2,0,0,Blitzle - 195/182 - [Holofoil],SV04: Paradox Rift,$2.39,$3.51,$10.00
1,0,0,Blaine's Growlithe (62) - [Unlimited],Gym Heroes,$0.20,$0.51,$4.00
1,0,0,Blanche - SWSH227 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.69,$1.49,$9.48
1,0,0,Bewear - 12/15,McDonald's Promos 2022,$0.05,$0.14,$1.50
1,0,0,Bill,Base Set,$0.04,$0.28,$2.00
1,0,0,Beldum,SWSH12: Silver Tempest,$0.01,$0.09,$1.28
1,0,0,Beldum - [Reverse Holofoil],SWSH12: Silver Tempest,$0.04,$0.25,$3.00
1,0,0,Bellibolt - 201/197 - [Holofoil],SV03: Obsidian Flames,$0.50,$1.50,$19.95
3,0,0,Bergmite,SWSH07: Evolving Skies,$0.01,$0.06,$1.00
4,0,0,Bergmite,SWSH10: Astral Radiance,$0.01,$0.05,$999.00
1,0,0,Beauty,SWSH04: Vivid Voltage,$0.01,$0.10,$3.29
1,0,0,Bebe's Search,Rising Rivals,$0.10,$0.28,$1.99
4,0,0,Beedrill,Champion's Path,$0.01,$0.10,$1.33
1,0,0,Beginning Door,Arceus,$0.09,$0.28,$6.09
2,0,0,Beheeyem,SWSH12: Silver Tempest,$0.01,$0.06,$1.28
1,0,0,Bea - [Holofoil],Crown Zenith,$0.01,$0.25,$5.95
2,0,0,Battle VIP Pass,SWSH08: Fusion Strike,$0.01,$0.25,$40.00
1,0,0,Barraskewda,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
1,0,0,Baltoy,Supreme Victors,$0.16,$0.45,$2.75
4,0,0,Baltoy,SWSH09: Brilliant Stars,$0.01,$0.05,$1.05
1,0,0,Baltoy - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.01,$0.12,$2.00
5,0,0,Baltoy,Crown Zenith,$0.01,$0.05,$0.99
1,0,0,Barboach,SWSH10: Astral Radiance,$0.01,$0.06,$2.00
2,0,0,Azumarill,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Atticus - [Reverse Holofoil],SV: Paldean Fates,$0.02,$0.19,$2.99
2,0,0,Audino - 12/12 - [Holofoil],McDonald's Promos 2011,$0.89,$1.86,$5.00
2,0,0,Assault Vest,XY - BREAKthrough,$0.06,$0.20,$1.36
1,0,0,Archen,Plasma Blast,$0.30,$0.47,$2.45
6,0,0,Arctibax - 059/193,SV02: Paldea Evolved,$0.01,$0.09,$20.05
2,0,0,Arezu,SWSH11: Lost Origin,$0.01,$0.10,$2.00
1,0,0,Arcanine,SV: Scarlet & Violet 151,$0.01,$0.09,$4.00
2,0,0,Ampharos,XY - Steam Siege,$0.00,$0.00,$0.00
1,0,0,Alolan Geodude,SM - Guardians Rising,$0.04,$0.18,$1.33
4,0,0,Alolan Vulpix,SM - Burning Shadows,$0.01,$0.15,$2.03
1,0,0,Alomomola (38),Black and White,$0.15,$0.25,$8.99
1,0,0,Alph Lithograph,Undaunted,$0.00,$0.00,$0.00
1,0,0,Altaria - [Holofoil],Crown Zenith: Galarian Gallery,$0.50,$1.20,$60.00
1,0,0,Allister,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Aggron Spirit Link,XY - Primal Clash,$0.05,$0.22,$1.35
1,0,0,Abomasnow - [Reverse Holofoil],SWSH11: Lost Origin,$0.04,$0.15,$2.00
1,0,0,Abra,Base Set,$0.09,$0.44,$5.99
1,0,0,Abra - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.04,$0.16,$4.00
1,0,0,Absol,Champion's Path,$0.01,$0.10,$1.33
1,0,0,Absol - [Reverse Holofoil],Crown Zenith,$0.15,$0.35,$9.99
1,0,0,Zeraora,Crown Zenith,$0.01,$0.10,$2.00
6,0,0,Zorua,SWSH07: Evolving Skies,$0.01,$0.10,$1.00
2,0,0,Zorua - 9/12 - [Holofoil],McDonald's Promos 2011,$1.49,$2.90,$5.50
1,0,0,Zubat,Supreme Victors,$0.15,$0.25,$1.00
1,0,0,Zweilous,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,0,0,Zweilous - [Reverse Holofoil],SWSH03: Darkness Ablaze,$0.04,$0.20,$4.99
3,0,0,Zacian V (Shiny) - SWSH292 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.99,$1.71,$7.88
1,0,0,Zamazenta - [Holofoil],Crown Zenith,$0.15,$0.54,$4.25
3,0,0,Zangoose - 146/198,SV01: Scarlet & Violet Base Set,$0.01,$0.06,$2.95
1,0,0,Zapdos ex - 049 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.20,$0.50,$999.99
1,0,0,Zekrom - [Holofoil],Celebrations,$0.01,$0.15,$15.00
2,0,0,Yanma,SWSH10: Astral Radiance,$0.01,$0.07,$999.00
4,0,0,Xatu,Pokemon GO,$0.01,$0.07,$2.00
1,0,0,Xatu - [Reverse Holofoil],Pokemon GO,$0.06,$0.21,"$2,999.99"
1,0,0,Xerneas - [Holofoil],XY Base Set,$0.00,$0.00,$0.00
1,0,0,Xerneas,XY Base Set,$0.26,$0.69,$1.87
1,0,0,Wormadam Trash Cloak,Arceus,$0.15,$0.25,$1.42
1,0,0,Wugtrio,SV01: Scarlet & Violet Base Set,$0.01,$0.10,$2.95
2,0,0,Woobat,SWSH04: Vivid Voltage,$0.01,$0.09,$2.00
1,0,0,Wooloo - SWSH011 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.33,$0.70,$4.95
1,0,0,Wingull,SM Base Set,$0.01,$0.10,$2.00
1,0,0,Wishiwashi,SWSH07: Evolving Skies,$0.01,$0.10,$100.00
1,0,0,Wigglytuff - [Reverse Holofoil],SV02: Paldea Evolved,$0.07,$0.18,$2.95
1,0,0,Wigglytuff - [Holofoil],SV02: Paldea Evolved,$0.01,$0.12,$2.95
1,0,0,Wiglett,SV03: Obsidian Flames,$0.01,$0.05,$5.00
2,0,0,Wiglett - 055/198,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
1,0,0,Whimsicott,SWSH04: Vivid Voltage,$0.02,$0.12,$999.99
3,0,0,Whirlipede,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
1,0,0,Weedle,Base Set,$0.05,$0.37,$5.45
1,0,0,Weepinbell,Triumphant,$0.20,$0.30,$1.47
1,0,0,Weezing,SWSH06: Chilling Reign,$0.02,$0.14,$5.00
1,0,0,Voltorb,Legend Maker,$0.10,$0.25,$1.42
1,0,0,VS Seeker,XY - Phantom Forces,$3.45,$4.21,$22.00
2,0,0,Vullaby,Emerging Powers,$0.07,$0.24,$8.99
1,0,0,Vulpix,SWSH02: Rebel Clash,$0.01,$0.13,$1.41
1,0,0,Vulpix (29),SWSH08: Fusion Strike,$0.01,$0.10,$2.00
2,0,0,Wailord,SWSH12: Silver Tempest,$0.01,$0.09,$1.28
1,0,0,Vespiquen,SM - Lost Thunder,$0.10,$0.25,$1.66
1,0,0,Vespiquen - [Reverse Holofoil],SWSH10: Astral Radiance,$0.03,$0.15,$2.00
1,0,0,Vibrava (Delta Species),Holon Phantoms,$0.30,$1.00,$7.97
1,0,0,Victini,Champion's Path,$0.02,$0.10,$1.29
1,0,0,Vigoroth,SWSH07: Evolving Skies,$0.01,$0.08,$1.05
1,0,0,Virizion V - SWSH295 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.19,$0.65,$4.99
1,0,0,Varoom - 141/198,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
1,0,0,Varoom - 154/197,SV03: Obsidian Flames,$0.01,$0.10,$2.95
2,0,0,Veluza - 056/193 - [Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
3,0,0,Venipede,XY Base Set,$0.03,$0.20,$2.00
1,0,0,Venipede - [Reverse Holofoil],Black and White,$0.30,$0.94,$2.27
2,0,0,Venipede,Black and White,$0.03,$0.22,$2.99
1,0,0,Uxie,SWSH10: Astral Radiance,$0.01,$0.08,$999.00
1,0,0,Ursaluna V - [Holofoil],SWSH12: Silver Tempest,$0.18,$0.56,$5.41
6,0,0,Unfezant,Pokemon GO,$0.01,$0.07,$2.00
1,0,0,Unidentified Fossil,SWSH10: Astral Radiance,$0.01,$0.09,$1.95
1,0,0,Unown (!),Legends Awakened,$7.76,$10.00,$25.00
1,0,0,Unown (R),Legends Awakened,$1.97,$3.04,$5.94
1,0,0,Unown V - SWSH300 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.25,$0.66,$8.00
2,0,0,Tynamo,SWSH08: Fusion Strike,$0.01,$0.06,$2.00
1,0,0,Tynamo (39),Noble Victories,$0.18,$0.25,$8.99
1,0,0,Tyranitar - [Holofoil],SWSH03: Darkness Ablaze,$0.02,$0.20,$11.00
2,0,0,Tyrogue - [Unlimited],Neo Discovery,$0.22,$0.38,$35.00
1,0,0,Turtwig - [Holofoil],Crown Zenith: Galarian Gallery,$0.45,$1.19,$10.00
1,0,0,TV Reporter,Dragon Frontiers,$0.09,$0.29,$2.25
1,0,0,Tropius,Shining Fates,$0.01,$0.09,$2.00
2,0,0,Tropius - 007/193,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Tropius - 007/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.14,$2.95
1,0,0,Trubbish,Noble Victories,$1.17,$1.96,$13.00
1,0,0,Trubbish,Champion's Path,$0.01,$0.10,$1.31
1,0,0,Turffield Stadium,Champion's Path,$0.02,$0.15,$1.34
2,0,0,Treasure Energy,SWSH07: Evolving Skies,$0.01,$0.10,$2.00
4,0,0,Trekking Shoes,Crown Zenith,$0.01,$0.11,$3.01
1,0,0,Trekking Shoes - [Reverse Holofoil],Crown Zenith,$0.10,$0.28,$1.46
3,0,0,Trevenant,SWSH08: Fusion Strike,$0.01,$0.10,$2.00
2,0,0,Toxel (106),SWSH08: Fusion Strike,$0.01,$0.08,$1.29
1,0,0,Toxicroak ex - 232/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$0.89,$1.50,$7.95
1,0,0,Trapinch,Power Keepers,$0.10,$0.25,$5.89
1,0,0,Trapinch - 069/101 (Delta Species),Dragon Frontiers,$0.12,$0.30,$2.99
1,0,0,Torkoal,SWSH09: Brilliant Stars,$0.01,$0.06,$1.00
1,0,0,Tornadus,Emerging Powers,$0.00,$0.00,$0.00
1,0,0,Tornadus,SM - Unified Minds,$0.10,$0.20,$4.99
3,0,0,Torracat,SWSH12: Silver Tempest,$0.01,$0.08,$1.28
1,0,0,Totodile (80) - [Unlimited],Neo Genesis,$0.20,$0.48,$2.09
1,0,0,Ting-Lu - [Holofoil],SV04: Paradox Rift,$0.01,$0.10,"$10,000.00"
1,0,0,Ting-Lu - [Reverse Holofoil],SV04: Paradox Rift,$0.03,$0.15,$2.98
1,0,0,Tinkatink - 100/193,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Tinkaton ex - 262/193 - [Holofoil],SV02: Paldea Evolved,$13.00,$17.13,$47.01
1,0,0,Tinkatuff - 103/193,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Toedscool - 015/182,SV04: Paradox Rift,$0.01,$0.08,$5.00
2,0,0,Tierno,Kalos Starter Set,$0.05,$0.20,$1.35
1,0,0,Throh,Plasma Blast,$0.10,$0.25,$2.45
1,0,0,Throh,Black and White,$0.34,$0.78,$2.00
6,0,0,Throh,SWSH09: Brilliant Stars,$0.01,$0.05,$1.00
1,0,0,Thorton (Full Art) - [Holofoil],SWSH11: Lost Origin,$1.50,$2.23,$19.99
1,0,0,Thorton (Secret) - [Holofoil],SWSH11: Lost Origin,$2.40,$3.68,$13.50
2,0,0,Therapeutic Energy - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.20,$2.99
1,0,0,Therapeutic Energy,SV02: Paldea Evolved,$0.01,$0.17,$2.95
2,0,0,Therapeutic Energy - 2023 (Gabriel Fernandez),World Championship Decks,$0.34,$0.50,$0.75
6,0,0,Tentacool,SWSH07: Evolving Skies,$0.01,$0.05,$1.00
2,0,0,Tentacool,SV: Scarlet & Violet 151,$0.01,$0.07,$1.29
3,0,0,Tentacruel,SWSH07: Evolving Skies,$0.01,$0.07,$1.00
1,0,0,Tepig,SWSH05: Battle Styles,$0.01,$0.10,$1.29
3,0,0,Tepig (15),Black and White,$0.06,$0.24,$8.99
2,0,0,Tepig - 3/12 - [Holofoil],McDonald's Promos 2011,$1.81,$2.11,$3.29
1,0,0,Team Magma's Numel,Double Crisis,$0.30,$0.60,$1.00
1,0,0,Techno Radar,SV04: Paradox Rift,$0.01,$0.15,$5.02
1,0,0,Teddiursa,Unleashed,$0.12,$0.25,$3.48
2,0,0,Talonflame,SWSH07: Evolving Skies,$0.01,$0.12,$2.00
3,0,0,Tandemaus - 167/193,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Tangela - 114/165 - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.03,$0.15,$4.00
2,0,0,Taillow,SM - Guardians Rising,$0.02,$0.11,$2.00
2,0,0,Sylveon V - SWSH202 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.24,$0.89,$9.99
1,0,0,Swampert - [Reverse Holofoil],SWSH08: Fusion Strike,$0.10,$0.25,$2.95
1,0,0,Swampert - 23/109,Ruby and Sapphire,$0.98,$1.31,$9.97
1,0,0,Swellow,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Switch,Secret Wonders,$0.25,$0.50,$1.56
1,0,0,Switch Cart,SWSH10: Astral Radiance,$0.50,$1.25,$4.99
1,0,0,Swoobat,SWSH07: Evolving Skies,$0.01,$0.07,$1.05
1,0,0,Surskit,SV04: Paradox Rift,$0.01,$0.05,$5.00
1,0,0,Suspicious Food Tin,Champion's Path,$0.01,$0.11,$1.31
1,0,0,Swablu,SV03: Obsidian Flames,$0.01,$0.07,$2.95
1,0,0,Swablu - 152/182,SV04: Paradox Rift,$0.01,$0.05,$2.95
1,0,0,Super Potion,XY Base Set,$0.04,$0.27,$3.88
4,0,0,Sudowoodo,SWSH10: Astral Radiance,$0.01,$0.05,$1.00
3,0,0,Sudowoodo,SWSH11: Lost Origin,$0.01,$0.06,$1.50
2,0,0,Sudowoodo,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Sudowoodo - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.14,$2.95
1,0,0,Suicune - [Holofoil],SWSH03: Darkness Ablaze,$0.35,$0.57,$5.53
1,0,0,Suicune V - [Holofoil],SWSH07: Evolving Skies,$0.36,$1.00,$11.91
1,0,0,Stufful,SM - Cosmic Eclipse,$0.02,$0.11,$1.29
1,0,0,Stunfisk (42),Noble Victories,$0.05,$0.23,$1.32
2,0,0,Steenee,SM - Unified Minds,$0.09,$0.20,$4.99
3,0,0,Steelix,Pokemon GO,$0.01,$0.10,$2.00
1,0,0,Staravia - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.10,$2.95
4,0,0,Starly,SWSH09: Brilliant Stars,$0.01,$0.05,$2.00
5,0,0,Staryu,Base Set 2,$0.10,$0.30,$2.00
1,0,0,Staryu,Next Destinies,$0.10,$0.25,$8.99
1,0,0,Staryu,Legends Awakened,$0.10,$0.25,$1.37
1,0,0,Staryu,SM - Team Up,$0.02,$0.15,$1.29
1,0,0,Stantler,Secret Wonders,$0.08,$0.24,$4.88
1,0,0,Spiritomb - [Holofoil],SV02: Paldea Evolved,$0.02,$0.16,$2.95
1,0,0,Spoink,SWSH05: Battle Styles,$0.01,$0.10,$2.00
2,0,0,Sprigatito - [Holofoil],SV01: Scarlet & Violet Base Set,$0.00,$0.00,$0.00
1,0,0,Sprigatito - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.02,$0.15,$4.00
1,0,0,Sprigatito,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$5.00
1,0,0,Sprigatito - 013/193,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Sprigatito - 013/193 - [Holofoil],SV02: Paldea Evolved,$0.00,$0.00,$0.00
2,0,0,Spritzee,XY Base Set,$0.05,$0.20,$2.86
1,0,0,Squawkabilly ex - 264/193 - [Holofoil],SV02: Paldea Evolved,$8.00,$9.99,$41.69
2,0,0,Squirtle,Unleashed,$0.20,$0.77,$7.17
2,0,0,Spiral Energy,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
3,0,0,Spark,Pokemon GO,$0.01,$0.10,$2.00
1,0,0,Spearow,SWSH05: Battle Styles,$0.01,$0.10,$2.00
1,0,0,Spewpa - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.10,$2.95
1,0,0,Spheal,Power Keepers,$0.15,$0.28,$2.80
1,0,0,Spheal - 50/236,SM - Cosmic Eclipse,$0.01,$0.10,$1.31
1,0,0,SP Energy,Rising Rivals,$0.16,$0.30,$2.88
1,0,0,Sneasel,Legends Awakened,$0.10,$0.25,$1.99
3,0,0,Sneasel,SWSH09: Brilliant Stars,$0.01,$0.06,$2.00
1,0,0,Snivy - 1/12 - [Holofoil],McDonald's Promos 2011,$1.25,$2.66,$5.99
1,0,0,Snom - 084/264 (Holiday Calendar) - [Holofoil],Miscellaneous Cards & Products,$0.09,$0.33,$3.95
1,0,0,Snorlax,SWSH01: Sword & Shield Base Set,$0.04,$0.25,$5.26
2,0,0,Snorunt,SWSH09: Brilliant Stars,$0.01,$0.05,$1.00
1,0,0,Snover,SWSH02: Rebel Clash,$0.01,$0.10,$1.41
1,0,0,Snover - [Holofoil],SWSH02: Rebel Clash,$0.00,$0.00,$0.00
3,0,0,Snover,SWSH11: Lost Origin,$0.01,$0.05,$999.00
1,0,0,Snover - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
5,0,0,Snover,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Snowpoint Temple,Legends Awakened,$0.11,$0.37,$1.74
1,0,0,Snubbull,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Smeargle,SWSH07: Evolving Skies,$0.01,$0.10,$2.00
7,0,0,Smeargle,SWSH08: Fusion Strike,$0.01,$0.06,$2.00
1,0,0,Smeargle - 15/15 - [Holofoil],McDonald's Promos 2022,$0.18,$0.53,$5.00
1,0,0,Smoochum,Unseen Forces,$2.00,$2.13,$5.90
1,0,0,Slakoth,Mysterious Treasures,$0.15,$0.35,$17.81
1,0,0,Slakoth - [Reverse Holofoil],Ruby and Sapphire,$1.31,$4.95,$5.49
4,0,0,Slakoth,SWSH07: Evolving Skies,$0.01,$0.06,$1.24
5,0,0,Slakoth,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Sliggoo,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
5,0,0,Slowpoke,Pokemon GO,$0.01,$0.09,$2.00
2,0,0,Slugma,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Skitty,Legend Maker,$0.19,$0.33,$8.99
1,0,0,Skitty,SV05: Temporal Forces,$0.01,$0.08,$5.00
2,0,0,Skwovet,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,0,0,Skyla,SWSH02: Rebel Clash,$0.05,$0.18,$1.45
4,0,0,Skiddo,SWSH04: Vivid Voltage,$0.01,$0.10,$1.05
1,0,0,Skiddo - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.10,$2.95
1,0,0,Simisage,Black and White,$0.19,$0.40,$20.56
1,0,0,Simisage,SM - Burning Shadows,$0.01,$0.14,$1.29
2,0,0,Simisage,SV04: Paradox Rift,$0.01,$0.08,$5.00
2,0,0,Single Strike Scroll of Piercing,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Sinistea - 062 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.07,$0.39,$1.86
1,0,0,Shuppet - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.03,$0.15,$2.95
5,0,0,Sidney,SWSH08: Fusion Strike,$0.01,$0.10,$4.99
1,0,0,Sidney - [Reverse Holofoil],SWSH08: Fusion Strike,$0.04,$0.18,$1.35
3,0,0,Siebold,SWSH06: Chilling Reign,$0.01,$0.08,$4.99
3,0,0,Sigilyph,SWSH09: Brilliant Stars,$0.01,$0.05,$1.00
1,0,0,Shinx,Diamond and Pearl,$0.15,$0.35,$1.94
3,0,0,Shinx,Shining Fates,$0.01,$0.06,$2.00
1,0,0,Shieldon,Mysterious Treasures,$0.10,$0.25,$1.39
1,0,0,Shelgon,Arceus,$0.08,$0.25,$4.48
1,0,0,Shellder,Secret Wonders,$0.09,$0.25,$2.00
1,0,0,Sewaddle,SWSH08: Fusion Strike,$0.01,$0.08,$1.28
1,0,0,Serperior VSTAR (Secret) (210) - [Holofoil],SWSH12: Silver Tempest,$2.50,$3.99,$15.00
1,0,0,Sentret,Secret Wonders,$0.08,$0.25,$2.15
1,0,0,Sentret,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.50
2,0,0,Seeker,Triumphant,$0.47,$0.83,$2.99
1,0,0,Seel,SM - Unbroken Bonds,$0.02,$0.15,$1.50
1,0,0,Seel - [Reverse Holofoil],Crown Zenith,$0.05,$0.23,$1.25
1,0,0,Seel,Crown Zenith,$0.01,$0.06,$5.00
1,0,0,Girafarig,Legend Maker,$0.86,$1.74,$4.99
1,0,0,Giratina VSTAR (212) (Secret) - [Holofoil],SWSH11: Lost Origin,$8.00,$11.10,$48.30
5,0,0,Giacomo,SV02: Paldea Evolved,$0.01,$0.09,$5.00
2,0,0,Giacomo - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.14,$10.00
2,0,0,Gift Energy - 2023 (Gabriel Fernandez),World Championship Decks,$0.25,$0.45,$0.75
1,0,0,Geodude,Mysterious Treasures,$0.08,$0.24,$4.00
1,0,0,Geodude,SV: Scarlet & Violet 151,$0.01,$0.08,$4.00
1,0,0,Garchomp ex - 219/182 - [Holofoil],SV04: Paradox Rift,$3.50,$5.00,$17.40
1,0,0,Gardevoir - [Holofoil],SM - Lost Thunder,$0.25,$0.55,$1.55
1,0,0,Gardevoir - [Reverse Holofoil],SWSH12: Silver Tempest,$0.20,$0.28,$3.74
1,0,0,Gardevoir,SWSH12: Silver Tempest,$0.01,$0.15,$5.09
2,0,0,Gastly,Triumphant,$0.16,$0.36,$11.00
2,0,0,Gastly,SM - Crimson Invasion,$0.01,$0.13,$1.30
2,0,0,Gastly,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
3,0,0,Gastly,SWSH11: Lost Origin,$0.01,$0.08,$999.00
2,0,0,Gastly - [Reverse Holofoil],SWSH11: Lost Origin,$0.10,$0.23,$2.00
2,0,0,Gastrodon,SWSH11: Lost Origin,$0.01,$0.06,$999.00
1,0,0,Galarian Articuno - SWSH282 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.25,$0.78,$45.00
1,0,0,Galarian Chestplate,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
3,0,0,Galarian Darumaka,SWSH08: Fusion Strike,$0.01,$0.05,$2.00
1,0,0,Galarian Darumaka - [Reverse Holofoil],SWSH08: Fusion Strike,$0.05,$0.17,$2.00
1,0,0,Galarian Linoone,Champion's Path,$0.01,$0.10,$1.28
1,0,0,Galarian Meowth,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$2.00
2,0,0,Galarian Mr. Mime,SWSH02: Rebel Clash,$0.01,$0.10,$1.33
1,0,0,Galarian Obstagoon - [Holofoil],SWSH08: Fusion Strike,$0.01,$0.20,$5.00
1,0,0,Galarian Perrserker - [Reverse Holofoil],Crown Zenith,$0.10,$0.25,$1.24
1,0,0,Galarian Stunfisk,SWSH11: Lost Origin,$0.01,$0.08,$999.00
1,0,0,Galarian Weezing - [Holofoil],Shining Fates,$0.05,$0.25,$5.00
1,0,0,Gallade,SWSH06: Chilling Reign,$0.03,$0.15,$5.00
1,0,0,Galvantula,Black and White,$0.20,$0.39,$4.03
2,0,0,Froslass,SWSH12: Silver Tempest,$0.01,$0.10,$2.00
1,0,0,Fuecoco - 002 - [Holofoil],SV: Scarlet & Violet Promo Cards,$2.15,$3.44,$11.00
2,0,0,Fuecoco - 034/193,SV02: Paldea Evolved,$0.01,$0.10,$2.95
2,0,0,Fuecoco - 034/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.15,$2.95
1,0,0,Fuecoco - 034/193 - [Holofoil],SV02: Paldea Evolved,$0.00,$0.00,$0.00
1,0,0,Furfrou,SWSH06: Chilling Reign,$0.01,$0.06,$2.00
1,0,0,Fraxure,Noble Victories,$0.20,$0.35,$4.19
5,0,0,Fraxure,SM - Unified Minds,$0.04,$0.20,$4.99
1,0,0,Fraxure,SWSH09: Brilliant Stars,$0.01,$0.08,$1.50
3,0,0,Friends in Hisui,Crown Zenith,$0.01,$0.08,$1.02
2,0,0,Frigibax - 057/193,SV02: Paldea Evolved,$0.01,$0.13,$2.95
2,0,0,Frigibax - 057/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.19,$2.95
1,0,0,Flygon,SWSH09: Brilliant Stars,$0.01,$0.10,$4.00
1,0,0,Foongus,XY - Steam Siege,$0.02,$0.15,$2.00
1,0,0,Flittle - 164/091 - [Holofoil],SV: Paldean Fates,$1.09,$1.95,$5.85
2,0,0,Floatzel,Shining Fates,$0.01,$0.08,$2.00
3,0,0,Floatzel,SV01: Scarlet & Violet Base Set,$0.01,$0.06,$5.02
1,0,0,Floette,SWSH07: Evolving Skies,$0.01,$0.08,$2.00
1,0,0,Floette,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
1,0,0,Floragato - 014/193,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Fletchling,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,0,0,Flaaffy,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
2,0,0,Flabebe,SWSH07: Evolving Skies,$0.01,$0.05,$1.00
7,0,0,Flamigo,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Flapple - [Holofoil],SWSH02: Rebel Clash,$0.20,$0.41,$3.95
1,0,0,Flareon E4 - [Reverse Holofoil],Rising Rivals,$2.98,$4.95,$70.00
2,0,0,Fire-Resistant Gloves,SWSH06: Chilling Reign,$0.01,$0.09,$2.00
1,0,0,Ferroseed - [Reverse Holofoil],Next Destinies,$0.23,$0.45,$2.83
1,0,0,Ferroseed,SWSH04: Vivid Voltage,$0.01,$0.07,$2.00
